26/2017; 20/01/2017; 14/02/2017; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; seja; realizado pela Secretaria de Serviços Urbanos e Infraestrutura, patrolamento e cascalhamento na Rua SãoLeopoldo, no Bairro Esplanada, em frente ao CEIM Esplanada. Esta é uma solicitação dos moradores do local, que sofremcom a poeira, barro e buracos existentes na via. Logo iniciará as aulas no CEIM, o que dificultará o acesso ao mesmo pelascrianças e pais.
27/2017; 20/01/2017; 14/02/2017; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; seja; realizado pela Secretaria de Serviços Urbanos e Infraestrutura patrolamento, cascalhamento e colocação detubulação na Linha Campinas, interior de Chapecó. Um pouco adiante da escola há um comércio, a primeira Rua a direitaem frente a este comércio que deve ser realizado os reparos. Este é um pedido da comunidade local, pois em dias de sol hápoeira, dias de chuva há lama e os buracos tornam difícil o trânsito de veículos e pedestres.
28/2017; 23/01/2017; 14/02/2017; Vereador;»»MARCIO ERNANI SANDER;Aprovada;INDICANDO-LHE:Para; que; seja feito a manutenção da pintura das faixas de segurança dos 4 (quatro) cruzamentos que ligam a Rua MarechalBorman com a Rua Porto Alegre – centro.Trata-se de um local bastante movimentado por veículos e pedestres, por isso a grande necessidade da manutenção oquanto antes.
29/2017; 23/01/2017; 14/02/2017; Vereador;»»ASTRIT MARIA SAVARIS TOZZO;Aprovada;14/01/2020; as; 15:21:33 Página 7/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a administração Municipal, através da Secretaria responsável, realize as trocas de lâmpadas dos postes de iluminaçãopública, localizado na Rua Rio Grande do Norte, nº 275-D, Bairro Santo Antônio, em frente ao Edifício ResidencialTerraze, neste Município.Este gabinete, recebeu inúmeras reivindicações de moradores para que seja realizada a manutenção da iluminação públicana via supracitada. Ainda, no período noturno, diante de pouca iluminação pública, há a sensação de insegurança e deperigo para quem transita na via, em que pese a escuridão que toma conta do local.Dessa forma, diante de todos problemas elencados, é salutar à Administração Pública Municipal, elaborar alguma soluçãotécnica diante das reivindicações da comunidade, para melhoria dos problemas supracitados, sendo de grande valia aointeresse público local.
30/2017; 23/01/2017; 14/02/2017; Vereador;»»ASTRIT MARIA SAVARIS TOZZO;Aprovada;INDICANDO-LHE:Que; a; administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, retire os entulhos que seencontram na via e posteriormente, realize patrolamento e cascalhamento na Rua Enestor Franciosi, Bairro Líder, nesteMunicípio.Ademais, urge ressaltar que a solicitação surgiu da comunidade local, diante da atual situação da via que possui muitosentulhos e necessita ser desobstruída. Ainda, em razão das chuvas, valetas e buracos a via impossibilita o tráfego dosmoradores, trabalhadores e estudantes que utilizam desta para poderem locomover-se para outros bairros da cidade.Dessa forma, diante de todos problemas elencados, é salutar à Administração Pública Municipal, elaborar alguma soluçãotécnica em face das reivindicações da comunidade, para melhoria dos problemas supracitados, sendo de grande valia aointeresse público local.
32/2017; 26/01/2017; 14/02/2017; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; dentro; das possibilidades seja feita aquisição de tablets para os ACS (Agentes Comunitários de Saúde), para seremutilizados nas visitas domiciliares, eliminando o preenchimento de fichas de maneira manual e do extravio de dadosimportantes para as Unidades de Saúde. O equipamento ira agilizar e potencializar o trabalho do ACS, sendo assim,possibilitando que o profissional consiga visitar mais residências de uma forma mais rápida. Além de armazenar os dadosdo morador, o agente ainda pode registrar outros tipos de informações sobre a área, como focos de dengue, lixo em viapublica, problema com iluminação, etc. Visando melhorar o atendimento da Saúde para com a população de Chapecó peçoapoio dos nobres vereadores para aprovação da presente indicação.
33/2017; 30/01/2017; 14/02/2017; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; encaminhe; ao setor responsável, para que dentro das possibilidades, realize a construção da calçada central naAvenida Getúlio Vargas em frente a entrada e saída do Shopping Pátio – Chapecó. Tal melhoria visa a segurança dospedestres e prevenção de acidentes, proporcionando melhor qualidade de vida e bem-estar a população que utilizam estalocalidade.
34/2017; 30/01/2017; 14/02/2017; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; encaminhe; ao setor responsável, para que dentro das possibilidades, mostrando a necessidade de proceder comurgência a reinstalação de câmeras de monitoramento que foram danificadas.1. No cruzamento das Ruas: João Cruz e Souza, Hermes da Fonseca e Vargeão, no Bairro Cristo Rei.2. Rua: Martinho Lutero esquina com Rua: João Costa do Nascimento no Bairro Jardim América.3. Rua: Quatorze de Agosto esquina com Rua: Sarandi Bairro: Passo dos Fortes.É uma solicitação da comunidade, sendo uma medida preventiva de segurança devido aos constantes assaltos destascomunidades.
14/01/2020 as 15:21:33 Página 8/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação35/2017; 30/01/2017; 14/02/2017; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; o; Poder Executivo Municipal viabilize através de sua Secretaria de serviços urbanos a colocação de contêineres delixos em três pontos estratégicos na Rua: Borges de Medeiros no Bairro Passo dos Fortes,1. Próximo a Agência bancaria Sicoob MaxiCrédito.2. Praça Generoso do Amaral na Rua: Borges de Medeiros com Guairacá.3. Próximo ao Supermercado Alberti na Rua: John F. Kennedy com Borges de Medeiros.A medida é necessária para limpeza do Bairro que é bastante movimentado, considerando e que a ausência destabenfeitoria contribui para que se espalhe o lixo nas ruas, ocasionando sujeira e mal aspecto a cidade.
36/2017; 31/01/2017; 14/02/2017; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; feito o serviço revitalização na Rua John F. Kennedy próximo ao Condomínio Residencial Real Class Ville,esquina com Rua Horaide Prestes de Souza, Bairro Líder.Também indica-se através deste que seja feito o serviço de poda e jardinagem no canteiro do ginásio de esportes da EscolaBásica Municipal Vila Real, bem como próximo a quadra e o ginásio de esportes da comunidade.É de suma importância que seja inserido mais um ponto de ônibus no itinerário da empresa concessionária do transportepúblico, e é preciso que parada de ônibus seja coberta, podendo proteger os usuários nos dias chuvosos.Fotos em Anexo.Este Edil já havia protocolado a indicação de n° 374/2016 , que foi aprovada em 27/04/2016, mas até o momento nada foifeito para beneficiar a população local.Tal condomínio abriga mais de 540 família, sem falar nos moradores locais que convivem diariamente com o matagal emfrente suas casas e buracos na via que causam prejuízos de grande monta aos veículos que ali passam e por descuido nãopercebem a dimensão destes buracos.Os veículos que acessam o condomínio pela Rua John F. Kennedy precisam de muito cuidado para transitar pela via sendoque já ocorreram inúmeros acidentes no local, tudo em decorrência do mal estado de conservação desta.Em relação a matagal existente onde seria o passeio (calçada para pedestres), isso causa grandes transtornos para osmoradores locais e principalmente para os pedestres que transitam pela via, pois estes precisam caminhar pela rua, aoinvés da calçada, causando-lhes grandes transtornos e os deixando vulneráveis a acidentes como atropelamentos.Os moradores também relataram que a demanda já foi enviada diretamente para a prefeitura, mas até o momento nada foifeito.Solicitamos portanto que essa pintura seja feita o mais breve possível.
37/2017; 31/01/2017; 14/02/2017; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; feito o serviço revitalização na Rua Castro Alves, Bairro Jardim AméricaFotos em Anexo.O serviço de cascalhamento e revitalização da Rua Castro Alves, Jardim América é de suma importância, nesse caso épreciso que seja passado o rolo para fixar melhor o cascalho pois o trecho é uma subida ingrime e carros pequenos temmuita dificuldade para transitar pela via, devendo ser levado em consideração já houve vários casos de queda demotociclistas.
38/2017; 01/02/2017; 14/02/2017; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizada pela Secretaria de Serviços Urbanos e Infraestrutura com urgência, patrolamento e cascalhamento, naRua Blumenau, trecho entre a Rua Madrid até a Rua Moscou, no Bairro Líder. Esse é um pedido dos moradores elideranças da comunidade. A ação é necessária, devido as péssimas condições que a rua se encontra, prejudicando otrafego no local.
39/2017; 01/02/2017; 14/02/2017; Vereador;»»MARCIO ERNANI SANDER;Aprovada;14/01/2020; as; 15:21:33 Página 9/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Para que seja feito melhorias no acesso a Linha Tafonda, especialmente na descida principal. Devido as chuvas e pelo fatode ser cascalho as pedras ficam soltas tornando o trecho escorregadio demais para a passagem de veículos, motos,bicicletas e pedestres.É necessário com urgência que a máquina faça este trabalho facilitando o acesso de quem entra e sai da localidade.
40/2017; 01/02/2017; 14/02/2017; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizada pela Secretaria de Serviços Urbanos e Infraestrutura com urgência, patrolamento e cascalhamento, naRua Pascoal Cortelini, no Bairro Palmital. Esse é um pedido dos moradores e lideranças da comunidade. A ação énecessária, devido as péssimas condições que a rua se encontra, prejudicando a entrada e saída dos moradores em suasresidências, bem como o tráfego no local. Em anexo fotos.
41/2017; 01/02/2017; 14/02/2017; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizado com urgência, pela Secretária de Serviços Urbanos e Infraestrutura, patrolamento e cascalhamento detodas as estradas vicinais da Comunidade São Vendelino, Linha Pequena, Linha São Rafael, Linha Gramadinho, Linha dasPalmeiras, Linha Lageado Veríssimo, Linha Praia Bonita. Pois as mesmas se encontram em péssimas condições,dificultando o tráfego e escoamento da produção dos produtores da região, bem como o transporte dos alunos e dosmoradores.
42/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Adveio; reclamação; de moradores da Vila Militar no Bairro Passo dos Fortes dos abusos da alta velocidade em que osveículos transitam pelo local. Indica-se inserir uma lombada física na via, em razão do elevado número de acidentes,inclusive com óbito.São por essas razões que solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins demelhorar o trânsito e a segurança dos moradores da localidade, reduzindo assim o número de acidentes.
43/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Adveio; reclamação; de moradores da Rua Pernambuco, localizada no Bairro Santo Antônio, acerca dos abusos da altavelocidade em que os veículos transitam pelo local. Indica-se inserir uma lombada física nas proximidades do número 531D, em razão do alto risco de ocorrer acidentes no local.São por essas razões que solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins de seinstalar uma lombada física na Rua Pernambuco, Bairro Santo Antonio, próximo ao número 531 D.
44/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Adveio; reclamação; de moradores do Bairro Seminário de que no Posto de Saúde do bairro faltam medicamentoscontrolados. Referido órgão não atende as demandas do Bairro Seminário apenas, como também abrange os loteamentosExpoente e Monte Castelo, localizados no Bairro Progresso, sendo que a falta de medicamentos no referido Posto exigeque os moradores se desloquem a outros bairros ou para centro da cidade.Indica-se portanto o aumento da disponibilidade de medicamentos no Posto de Saúde do Bairro Seminário.São por essas razões que solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins de quesejam tomadas as providências necessárias para providenciar os medicamentos faltantes, com urgência, conformesupracitado.
45/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 10/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Adveio reclamação de moradores da Rua Dom João, do Bairro São Cristóvão, de que nas proximidades do número 876 Dlocaliza-se um terreno da prefeitura sem os devidos cuidados necessários, estando tomado de mato e bichos, afetando todaa vizinhança. Indica-se realizar a manutenção no terreno.São por essas razões que solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins derealizar a manutenção necessária no terreno citado.
46/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Foi; recebido; por este Vereador a solicitação dos moradores da Rua Antônio da Silveira, do Bairro Expoente, acerca danecessidade de conserto do ponto de ônibus ali situado, em frente ao Expoente Condomínio 3.Além de caído, o ponto de ônibus encontra-se em um declínio, o que dificulta ainda mais o embarque e desembarque doônibus.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins de consertar o pontode ônibus e proceder à manutenção supracitada, conforme o reclamo.
47/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Foi; recebida; por este gabinete a solicitação vinda dos moradores do Bairro Presidente Médici, de que a praça públicaTulio Fontoura localizada em frente à Escola Zélia Scharf necessita de manutenção mais frequente e, atualmente, urgente.Encontra-se em estado precário, com as cercas danificadas, quadra de esportes danificada e mal conservada, e comnecessidade de pintura. Referidos moradores enviaram inclusive fotografias do local, que segue em anexo à presenteindicação.São por essas razões que solícito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins demanutenção urgente da praça pública Tulio Fontoura.
48/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Foi; recebido; por este Vereador a solicitação dos moradores da Rua Castro Alves, do Bairro Jardim América, acerca danecessidade de melhorias na via.Relatam que com as chuvas a estrada está em péssimas condições, havendo muitos buracos.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins de melhorias dasupracitada rua.
49/2017; 02/02/2017; 14/02/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Foi; recebida; por este gabinete a solicitação de cidadãos que frequentemente utilizam as principais vias da cidade, para quese calibre a velocidade entre os sinais dos semáforos nas respectivas vias urbanas.Relatam que da forma em que encontram-se diversos trechos a “onda verde” não funciona como deveria, estando taislocais portanto propícios à multas em número exagerado e injusto por fechar os sinais em uma velocidade acelerada.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para o fim de revisar e calibrara velocidade nos semáforos urbanos, conforme reclamo.
50/2017; 02/02/2017; 14/02/2017; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal através da Secretaria de Infraestrutura e Serviços Urbanos faça um estudo técnico, paraimplantar uma Rótula na Rua John F. Kennedy, esquina com Rua Borges de Medeiros. Esta é uma reivindicação dosmorados do Bairro Passo dos Fortes, pois é um local de grande fluxo de pessoas, veículos, caminhões e motocicletas, porser Acesso ao Bairro Vila Real , Líder e ser ao lado da escola EEB Lara Ribas. Esta situação acaba gerando muito risco atodos os usuários. Diante disso, se faz necessária a instalação da referida rótula, garantindo assim maior segurança a todosque circulam pela região. Pois, como se sabe muito acidentes já ocorreram por ali.
14/01/2020 as 15:21:33 Página 11/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação51/2017; 03/02/2017; 14/02/2017; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; feito o serviço revitalização e pavimentação asfáltica na Rua São João, esquina com Rua Coímbra, Centro.Fotos em Anexo.A via é uma das únicas da região que não possui pavimentação asfáltica, é unanimidade dos moradores da rua que sejafeito o serviço de pavimentação.Segundo relatos, diversos moradores já contataram a Prefeitura para informar a adesão, mas até o momento nada foi feito.
52/2017; 06/02/2017; 14/02/2017; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; instalada a iluminação pública na Linha Monte Alegre, conforme endereço anexo.Os moradores locais sofrem diariamente com insegurança devido a falta de iluminação no local.É importante frisar que já existem os postes no local, faltante apenas a iluminação.Faz-se de importância que a demanda solicitada neste ofício seja suprida, assegurando o bem comum de toda a populaçãolocal.
53/2017; 06/02/2017; 14/02/2017; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; realizado o cascalhamento e manutenção da Rua São João Batista, no Bairro São Pedro, pois conforme observadopor nossa assessoria parlamentar, a rua encontram-se com alguns problemas, dificultando inclusive a entrada das pessoasem casa.Solicitamos que seja feita a manutenção necessária, visando garantir um maior conforto para a comunidade.
54/2017; 07/02/2017; 14/02/2017; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizada a limpeza urgente de terreno onde se encontra instalado o CEIM, Brincar e Aprender II, localizado, naRua Ventura Migliorini, no Bairro Santo Antônio. O mesmo as vésperas de iniciar o ano letivo encontra-se tomado pelomato, capoeira. Este é um pedido dos moradores, lideranças comunitárias, devido ao risco de proliferação do mosquito dadengue, cobras, baratas, mosquitos. Fotos em anexo.
55/2017; 08/02/2017; 14/02/2017; Vereador;»»ASTRIT MARIA SAVARIS TOZZO;Aprovada;INDICANDO-LHE:Que; a; administração Municipal através da Secretaria responsável, realize um estudo de viabilidade técnica para ainstalação de redutor de velocidade na Rua Célia Basso, nº 320-D, esquina com a Rua Maria Luiza Scholze, Bairro Efapi,nas proximidades do Centro de Educação Infantil Municipal Criança Feliz, neste Município.Ademais, ocorre que nesta via existe um grande fluxo de veículos, onde diante da inexistência de um redutor develocidade, motoristas têm causado inúmeros acidentes em razão do excesso de velocidade e imprudência no tráfego navia. Neste viés, urge ressaltar que as solicitações surgiram da comunidade escolar, com o objetivo de proporcionar maiorsegurança aos alunos, professores e moradores em geral, facilitando o trânsito dos pedestres.Desse modo, este gabinete recebeu reivindicações da comunidade escolar para melhoria do problema acima elencado,sendo que, este problema necessita ser averiguado pela Administração Municipal, em que pese ser de grande valia aointeresse público local.
